YEAR,State,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
1983,Telangana,0,4.2,1.7,3.9,38.4,158.8,301.5,416.8,378.2,185.4,1,7.5,1497.5,4.2,43.9,1255.4,194
1984,Telangana,7.3,8.1,4.7,11.4,3.5,104.9,277.8,119.8,111.8,91.1,2.2,0,742.8,15.5,19.7,614.4,93.3
1985,Telangana,5.7,0,4.7,15.5,13.6,181.4,223.8,160.8,70,108,0,2.3,785.9,5.7,33.9,636.1,110.3
1986,Telangana,29.4,60.3,1.9,21.5,9.1,115.5,234.9,406.8,65.6,24.6,20.4,17.3,1007.3,89.7,32.5,822.8,62.3
1987,Telangana,15.3,1,18.4,9.5,30.5,133.1,275,221.6,60.1,94.7,116,1.8,976.9,16.2,58.3,689.8,212.5
1988,Telangana,0,6.5,1.1,26.6,3.4,135.8,656.2,341.7,313.4,50.5,2.4,7.2,1544.9,6.5,31.1,1447.2,60.1
1989,Telangana,0,0,39.2,1.9,4.9,238.5,406,277.7,165.4,17.4,1.4,8.6,1161,0,45.9,1087.6,27.4
1990,Telangana,4.2,4.1,35.2,1,159.8,245.1,180.2,471.1,132.1,180.2,12.4,0.1,1425.7,8.3,196.1,1028.6,192.7
1991,Telangana,21.7,4.1,8.9,21.6,34.4,194.5,268.8,122,100.8,29.4,36.8,6,849.1,25.8,65,686.2,72.2
1992,Telangana,4.8,0,2.5,10.7,20.6,180.5,180.5,271.8,99,47,46.1,0,863.5,4.8,33.9,731.8,93.1
1993,Telangana,4.9,2,12.9,13.1,29.4,83.9,291.8,146.4,187,100.9,0.1,13.2,885.6,7,55.3,709,114.2
1994,Telangana,8.6,12.5,0,21.5,20.4,115.3,308.2,256.3,53.9,143,36.2,0,975.7,21.1,41.8,733.6,179.2
1995,Telangana,98.7,0.5,22,16,35.6,135.4,282.1,209.2,141.1,332.7,12.6,0,1286,99.3,73.6,767.9,345.3
1996,Telangana,0,7.9,4.7,31.1,13.6,115.9,264.1,295.9,160.2,72.4,13.2,7.8,986.8,7.9,49.4,836.1,93.4
1997,Telangana,22.6,0.9,20.2,43.4,21.3,85.5,156.7,154.5,169.1,87.9,46.9,46.9,856,23.5,84.9,565.9,181.7
1998,Telangana,5.2,22.2,15.2,15.5,27.9,149.4,264,290.5,209.3,79.4,14.5,0,1093,27.3,58.5,913.2,93.9
1999,Telangana,0,9.3,4.6,1.7,74.8,141.6,205.2,190.9,177.6,55.7,2.2,0,863.8,9.3,81.2,715.4,58
2000,Telangana,0.6,16.8,1,16.3,48.8,253.2,220.9,420.5,70.7,20.2,6.4,2.5,1078,17.5,66.1,965.3,29.1
2001,Telangana,8.5,0,21.5,37.3,7.5,183.9,123.8,266.8,119.9,135.6,17.4,0,922.3,8.5,66.4,694.3,153.1
2002,Telangana,18.8,10.1,7.6,7.7,32,143.2,91.7,321.7,52.4,76.2,3.9,0,765.3,28.9,47.3,609,80.1
2003,Telangana,0,10.7,21.9,14,7.9,112.6,312.2,266.5,103.2,101.7,7.3,5.3,963.2,10.7,43.8,794.5,114.2
2004,Telangana,34.4,17.9,9.3,25.9,34.6,64.6,216.7,117.7,110.1,30.6,5.3,0,667,52.2,69.8,509.1,35.9
2005,Telangana,43.4,14.1,14.6,23.8,19.7,115.1,400.3,126.9,246.3,136.1,3.9,18.8,1163.1,57.5,58.2,888.5,158.8
2006,Telangana,0,0,42.7,38.6,46.1,104.8,169.5,308.2,280.2,28.1,34.7,0,1053,0,127.5,862.7,62.8
2007,Telangana,0,0,0.1,0.1,9.2,176.6,134.6,206.6,262.3,40.8,13,0,843.3,0,9.4,780.2,53.8
2008,Telangana,0.2,18.6,108.6,15.7,4.9,132.9,183.4,391.8,146.7,24.2,7.5,0.8,1035.3,18.8,129.3,854.8,32.5
2009,Telangana,0,0,2.1,4.5,13.1,85.8,118.4,192.3,149.7,69.5,29.6,1.2,666.3,0,19.8,546.2,100.3
2010,Telangana,10.3,5.3,1.5,5.6,24.9,127,395.5,308.1,249.8,98.7,40.5,9.3,1276.4,15.5,32,1080.4,148.5
2011,Telangana,0,11.9,2.6,25.6,9.3,83.9,268.2,225.9,107.6,13.9,4.2,0,753.1,11.9,37.4,685.6,18.1
2012,Telangana,6.7,0,0.2,14,8.4,124.4,300.3,229.9,202.4,83.6,38.7,0,1008.6,6.7,22.6,857,122.3
2013,Telangana,2.4,29,0.2,24.4,8.5,213.4,453.8,230.6,161.4,205.9,16.4,2.7,1348.7,31.4,33,1059.2,225
2014,Telangana,0.2,2.9,58.3,10.3,73.3,62.3,146,205.2,146.8,29.6,10.8,0.7,746.4,3.1,141.9,560.2,41
2015,Telangana,17.5,0,43,65.7,23.3,266.9,104.4,160.5,158.3,15.6,0.3,1.7,857.3,17.5,132,690.1,17.6
2016,Telangana,1.2,0.2,11.5,4.3,55.1,194,235.8,133.7,336.3,70.4,0.5,0.4,1043.4,1.4,70.9,899.8,71.3
2017,Telangana,0,0,8.7,3.2,22.4,202.2,143.2,204.2,115.3,114.6,1.9,0,815.7,0,34.3,664.9,116.4
1901,Uttar Pradesh,114,56.900000000000006,17.7,1.8,19.2,45.6,428.4,659.9000000000001,283.1,12.5,0.1,10,1649.1,170.8,38.7,1417,22.5
1902,Uttar Pradesh,10.7,6.8999999999999995,3,6.8,28.599999999999998,87,737.4,336,400.29999999999995,22.799999999999997,2.1,0.2,1641.8000000000002,17.5,38.599999999999994,1560.7,25.1
1903,Uttar Pradesh,21.6,0.8,2.5,0.7,23.5,104.3,260.7,699.3,409.1,502,0,0.4,2024.8000000000002,22.299999999999997,26.700000000000003,1473.4,502.29999999999995
1904,Uttar Pradesh,13.6,3.5,38,0.8,53.5,216.5,718.2,639.9000000000001,192.1,53.300000000000004,32.7,54.5,2016.4,17,92.3,1766.6,140.5
1905,Uttar Pradesh,49.099999999999994,50.2,34.8,9,22.5,36.2,442.2,411.2,261.7,3.5,0,4.5,1325.1,99.5,66.4,1151.3,8
1906,Uttar Pradesh,9,121.4,28.2,0.2,16.9,347.1,581.7,463.5,396.1,6.199999999999999,0,5.8,1976.4,130.5,45.5,1788.4,12
1907,Uttar Pradesh,15.9,139.7,36.8,47.5,20.7,64.4,350,554.8,26.2,0,0,0.1,1255.8,155.6,104.9,995.2,0.1
1908,Uttar Pradesh,41.599999999999994,27.1,9.4,2.7,17.2,107.69999999999999,555.7,713.1,121.89999999999999,12.1,0.7,1.6,1611,68.8,29.4,1498.5,14.399999999999999
1909,Uttar Pradesh,25.1,11.5,0.1,135.6,9.399999999999999,412.20000000000005,749.6,362,242.10000000000002,10.1,0,51.9,2009.9,36.7,145.10000000000002,1766,62
1910,Uttar Pradesh,15.5,2.7,0.5,3,42.1,251.8,351.4,615.9,418.9,252.5,37.1,0.6000000000000001,1992.3000000000002,18.2,45.8,1638.1,290.2
1911,Uttar Pradesh,103.9,0.6,60.7,3,4.3,180.6,143.3,456.29999999999995,719.5999999999999,116.60000000000001,76,0.7,1865.5,104.5,67.9,1499.8,193.3
1912,Uttar Pradesh,40.5,13.3,15,9.8,23.8,88.1,574.6,503.90000000000003,372.4,0.7999999999999999,39.7,1.9,1684.1,53.9,48.7,1539,42.4
1913,Uttar Pradesh,0.8,74.5,59,2.3,120.7,299.2,345.7,301.2,115.4,16.4,0.7,20.9,1356.7,75.30000000000001,182,1061.5,37.9
1914,Uttar Pradesh,1.4000000000000001,24.6,43.6,26.2,85.8,85.5,742.9,541.7,304.9,13.9,5.6,0.2,1876.3,25.8,155.60000000000002,1675,19.799999999999997
1915,Uttar Pradesh,32.7,106.2,75.9,13.2,32,166.4,481.4,658.5,523.4,117,1.9,3.7,2212.3,138.9,121.1,1829.6000000000001,122.7
1916,Uttar Pradesh,0.1,38,0,9.4,17.7,383.4,614.5,708.0999999999999,427.9,104.4,12.5,0,2316.1000000000004,38.1,27.2,2133.9,117
1917,Uttar Pradesh,17.6,57.800000000000004,20.1,20.7,92.3,273.2,654.8,465.5,591.0999999999999,135.5,0,8.1,2336.7,75.5,133,1984.6,143.6
1918,Uttar Pradesh,7.8,0.7999999999999999,16.2,9.2,25.8,225.6,183.3,422.6,124.3,0.30000000000000004,5.199999999999999,1.5,1022.6,8.6,51.3,955.9000000000001,6.9
1919,Uttar Pradesh,114.8,14,6.199999999999999,12.3,26.4,88.3,658.8,619,358.5,71.2,3.8000000000000003,19.1,1992.5,128.7,44.9,1724.6,94.1
1920,Uttar Pradesh,5.2,21.8,23.299999999999997,1.2000000000000002,35.6,214.3,800.8,249.60000000000002,126.30000000000001,4.9,0,0,1483,27.1,60,1391,4.9
1921,Uttar Pradesh,91.2,1.4,3.6,11.9,1,308.6,368.1,845.3,450.9,23.7,0,1.3,2107,92.6,16.6,1973,25
1922,Uttar Pradesh,64.4,9.8,0,6,5.5,207.79999999999998,763.1,775,489.8,6,1.5,35.9,2364.8,74.3,11.399999999999999,2235.7,43.4
1923,Uttar Pradesh,6.1000000000000005,77.80000000000001,0.4,0.1,12.8,50,486.40000000000003,690.9,465.79999999999995,132.9,2.4,52.599999999999994,1978.5,83.9,13.5,1693.1,188
1924,Uttar Pradesh,40.6,27.6,3.2,0.4,9.9,59.900000000000006,809.7,496.5,621,70.9,12.7,31.7,2184,68.2,13.6,1987.2,115.19999999999999
1925,Uttar Pradesh,9.4,0.2,0.5,22.2,33.4,348.3,847.2,463.3,291.6,11.3,30.700000000000003,0,2057.8999999999996,9.600000000000001,56,1950.3999999999999,42
1926,Uttar Pradesh,24.3,10.7,98.30000000000001,28.6,43.9,34.6,647.8,572.2,393.4,49,1.8,1.9,1906.5,34.900000000000006,170.8,1648.1,52.6
1927,Uttar Pradesh,6.4,44.3,34.7,6,48.8,141.2,533.1,622.3,218.5,177.8,114.9,17.3,1965.4,50.7,89.6,1515,310.1
1928,Uttar Pradesh,53.5,174.2,2.5999999999999996,20.5,20.299999999999997,174.3,553.2,197.2,98.9,111.8,8.9,34,1449.4,227.7,43.5,1023.6,154.7
1929,Uttar Pradesh,68.7,3.9,14.9,7.4,8.1,246.7,497.4,589.3,81.2,71.69999999999999,0.8,75.2,1664.9,72.5,30.299999999999997,1414.5,147.6
1930,Uttar Pradesh,35.1,35.1,5.8,6.1,10.399999999999999,118.2,736.6,484.7,335.2,69.5,3.7,17.4,1857.6,70.2,22.200000000000003,1674.7,90.7
1931,Uttar Pradesh,1,53.3,8.1,0.6000000000000001,14.899999999999999,53,514,464.5,681.5,186.3,0.4,0.30000000000000004,1977.8999999999999,54.3,23.5,1712.9,187.10000000000002
1932,Uttar Pradesh,0,9.7,15.2,5.6,10.5,113.7,345.4,466.09999999999997,412.4,16.900000000000002,38.1,10.8,1444.5,9.7,31.3,1337.7,65.80000000000001
1933,Uttar Pradesh,20.3,33.2,8.9,56.6,80.1,367,429.2,471.3,357.7,186.4,1,1.4,2012.8,53.5,145.5,1625.1,188.8
1934,Uttar Pradesh,61.800000000000004,3.4000000000000004,40.2,2,2.4,269.4,577.9,600.6,380.5,10.5,2.3,15,1966.1000000000001,65.19999999999999,44.6,1828.4,27.8
1935,Uttar Pradesh,48.3,40,2.8,26.700000000000003,0.4,90.7,580.4,496.20000000000005,372.7,2.3,2.9,41.1,1704.4,88.19999999999999,30.1,1539.9,46.3
1936,Uttar Pradesh,9.8,48,16,7.1,41.7,510.7,952.6999999999999,638.3,446.6,29.9,16.2,47,2763.9,57.7,64.69999999999999,2548.3999999999996,93
1937,Uttar Pradesh,0.3,122.89999999999999,3.2,17.5,31.7,161,525.3,528.7,233.89999999999998,72.7,1,14,1712,123.2,52.3,1448.9,87.7
1938,Uttar Pradesh,63.7,17.4,0.1,2.8,45.3,444.5,650.4000000000001,561.0999999999999,266.8,51.6,0.8,0,2104.6,81.1,48.2,1922.8,52.4
1939,Uttar Pradesh,22,42.2,10.6,1.7000000000000002,5.4,277,519.9,329.3,434.1,23.9,0,0,1666.1,64.2,17.700000000000003,1560.4,23.9
1940,Uttar Pradesh,29.400000000000002,60.199999999999996,50.6,10.8,16.2,106.6,489.1,663.9,174.9,7.4,0.2,41.6,1650.6999999999998,89.6,77.5,1434.6,49.099999999999994
1941,Uttar Pradesh,54.6,13.9,2,0.2,35.1,225.9,199,519.1,254,8.4,0.2,2,1314.6,68.5,37.3,1198.1,10.7
1942,Uttar Pradesh,89.4,110.1,9.200000000000001,10.600000000000001,10.3,197.6,640.2,632.5,396.9,0.2,0,19.9,2116.8,199.4,30.1,1867.1999999999998,20.1
1943,Uttar Pradesh,50.1,7.8,2.9,34.6,26.799999999999997,151.10000000000002,417.9,823.9,416.3,19.9,0,0.1,1951.5,57.8,64.4,1809.2,20
1944,Uttar Pradesh,51.5,84.80000000000001,108.1,37.5,6.7,182.4,533.8,487.9,265.6,68.5,0.6,4.4,1831.8,136.39999999999998,152.2,1469.7,73.5
1945,Uttar Pradesh,82,1.8,2.2,19.5,16.4,101.3,548.8,471.5,546.7,150.5,0,5.8,1946.4,83.8,38,1668.4,156.3
1946,Uttar Pradesh,0.1,45,1.2,38.8,55.4,180.4,773.7,497.1,182.6,124,28.7,8.7,1935.5,45.099999999999994,95.4,1633.6999999999998,161.4
1947,Uttar Pradesh,35.400000000000006,19.5,22.3,0.8999999999999999,17.4,135.4,656.7,427.3,452.6,38.8,0,9,1815.5,55,40.6,1672,47.8
1948,Uttar Pradesh,65.5,28.700000000000003,12.4,1,19.3,109.4,730.7,814.5,455.2,89.3,24.7,0.5,2351.2,94.2,32.7,2109.8,114.60000000000001
1949,Uttar Pradesh,4.3999999999999995,79.6,4.6,7,39.2,67.2,626.8,620.0999999999999,480.2,108,0.5,0.1,2037.7,84,50.9,1794.2,108.6
1950,Uttar Pradesh,49.900000000000006,13.3,41,0.8999999999999999,17.7,194.8,516.8,678,229.60000000000002,3.5,0.1,39.900000000000006,1785.4,63.099999999999994,59.5,1619.3,43.6
1951,Uttar Pradesh,43.8,19.1,56.5,12.7,14,146.1,280.2,500.8,368.20000000000005,19.2,20.7,0.1,1481.4,62.9,83.3,1295.3,40
1952,Uttar Pradesh,9.399999999999999,32.8,57.1,5.300000000000001,17.5,435.6,360.70000000000005,729.2,147,6.7,0.1,9.9,1811.1999999999998,42.1,80,1672.3,16.799999999999997
1953,Uttar Pradesh,69.3,6.8,1.3,9.3,22.3,203,864.3,516.5,328.7,4.7,0,2.2,2028.7,76.2,32.900000000000006,1912.6999999999998,7
1954,Uttar Pradesh,71.4,99.69999999999999,12.7,0.1,4.3,106,542.4,523.0999999999999,355.5,133.5,0,0.2,1849,171.1,17,1527,133.7
1955,Uttar Pradesh,79.19999999999999,15.3,3.5999999999999996,5.199999999999999,6.6,300.2,729.3,606,446.9,292.79999999999995,0,0.1,2485.2,94.5,15.3,2082.5,292.9
1956,Uttar Pradesh,44.6,10,34.5,1.6,52.1,232.39999999999998,555,570.9000000000001,389.1,373.7,43.4,11.299999999999999,2318.5,54.599999999999994,88.1,1747.5,428.5
1957,Uttar Pradesh,103.9,0.7,47.1,6.4,3.4,98.69999999999999,649.6,564.6,442.2,23.299999999999997,3.3000000000000003,17.700000000000003,1960.9,104.6,56.8,1755.1,44.3
1958,Uttar Pradesh,22.3,6,9.3,9.9,2,94.7,644.4000000000001,715.8,431.1,234.3,0.2,12.3,2182.2,28.3,21.1,1886,246.8
1959,Uttar Pradesh,99.5,8.1,10.5,5.3999999999999995,70.1,63.3,437.6,555.7,192.7,176.10000000000002,18.5,0,1637.5,107.6,86,1249.3,194.5
1960,Uttar Pradesh,21.2,0.1,70.19999999999999,5.199999999999999,11.7,140.10000000000002,745.9,709.0999999999999,269.2,324.4,0.6,1.9,2299.8,21.4,87.2,1864.1999999999998,327.1
1961,Uttar Pradesh,69.2,58.7,0.1,3.7,14.2,166.10000000000002,587.6,874.5,268.3,344.9,2.5,22.4,2412.6,128,18.1,1896.5,369.9
1962,Uttar Pradesh,62.6,35.6,24.299999999999997,5.6,5.4,127.6,447.5,666.1,480,2.4,1.6,11.5,1870.2,98.2,35.3,1721.1,15.5
1963,Uttar Pradesh,28.4,7.4,15.2,12.1,29.099999999999998,170.8,486.20000000000005,701.3,425.6,25.2,18.9,6,1926,35.6,56.4,1783.9,50.1
1964,Uttar Pradesh,3.9,7.3999999999999995,2.1,4.3,63.599999999999994,121.7,815,426.6,553.2,19.900000000000002,1,20.1,2038.6,11.299999999999999,69.9,1916.5,41
1965,Uttar Pradesh,10.1,11.1,20.5,40.400000000000006,13.3,25.099999999999998,419.9,433,310.1,73.2,0.5,1.9,1359,21.2,74.2,1188,75.6
1966,Uttar Pradesh,19.5,21.8,1,0.2,28.9,329,295.8,630.8,72.4,24.3,26.1,14,1463.8,41.3,30.1,1328.1,64.3
1967,Uttar Pradesh,2.6,0.2,64.9,10.5,11.899999999999999,132.8,528.3,952.9000000000001,379.4,7.5,2.8,92.6,2186.6000000000004,2.8000000000000003,87.19999999999999,1993.6,102.9
1968,Uttar Pradesh,50.6,13.9,14.5,2.9,1.8,141.5,630.6,456.1,168.8,48.5,0,3.8,1533.3,64.5,19.200000000000003,1397.3,52.400000000000006
1969,Uttar Pradesh,8.6,5.6,12.9,11.8,53.9,76.30000000000001,681.5,584.5999999999999,431.7,7.2,28.700000000000003,0,1902.6999999999998,14.200000000000001,78.6,1774.2,35.8
1970,Uttar Pradesh,69.1,85.9,17.700000000000003,2.2,45.8,307.1,331.5,542.4,526.3,68.1,0.1,0,1996.1,154.89999999999998,65.6,1707.2,68.3
1971,Uttar Pradesh,26.6,24.1,10,51.1,99.2,341.6,579.9000000000001,667.2,347.5,160.1,6.7,0,2314.2,50.7,160.5,1936.3,166.89999999999998
1972,Uttar Pradesh,13.7,49.7,7.5,4.2,1.4,58.8,351.70000000000005,419.8,286.8,32.1,24.200000000000003,2,1252,63.400000000000006,13.1,1117.1999999999998,58.2
1973,Uttar Pradesh,19.2,31,3.3,0,25.799999999999997,199.60000000000002,508.6,549.8,261.6,160.7,0.2,1.8,1761.6,50.2,29.2,1519.4,162.8
1974,Uttar Pradesh,0.7,3.9000000000000004,5.7,0.30000000000000004,14.9,79.1,732.2,448.9,154.2,77.30000000000001,1.5,32.3,1551.1,4.6000000000000005,20.799999999999997,1414.5,111.1
1975,Uttar Pradesh,26.9,15.399999999999999,20.1,1.6,10.5,394.6,679,558.1,445.79999999999995,62.9,0,0,2215,42.3,32.2,2077.5,62.9
1976,Uttar Pradesh,7.6,15.4,3.1,8,34.4,131.2,482.8,555.4,330,7.4,0.8999999999999999,0.4,1576.7,22.9,45.599999999999994,1499.5,8.8
1977,Uttar Pradesh,26.200000000000003,6.5,0.30000000000000004,29.8,53.599999999999994,136.4,837.8,385.8,304.6,94.2,1,32.3,1908.4,32.8,83.6,1664.6,127.5
1978,Uttar Pradesh,33.9,58.9,88.7,17.9,7.2,393.29999999999995,606.9,659.6,464,15.7,4.300000000000001,10.1,2360.5,92.7,113.89999999999999,2123.8,30.1
1979,Uttar Pradesh,72.7,79.2,12.899999999999999,9.1,41.9,141.9,561.4000000000001,187.8,58.2,20.2,52.2,17,1254.5,151.9,63.9,949.2,89.5
1980,Uttar Pradesh,7.5,9,28.200000000000003,0.7,17.7,258.1,902.5,814.0999999999999,369.1,35.900000000000006,1.5999999999999999,28.8,2473.2,16.299999999999997,46.599999999999994,2343.9,66.3
1981,Uttar Pradesh,38.6,8.9,25.200000000000003,6.1,51.9,182.2,750.5,348.20000000000005,394.9,4.5,31.5,7.300000000000001,1849.6999999999998,47.6,83.3,1675.7,43.3
1982,Uttar Pradesh,65.2,18.200000000000003,102.1,34.9,85.4,173.2,446.29999999999995,720,363.7,19.1,34.9,16.6,2079.7,83.4,222.5,1703.1999999999998,70.6
1983,Uttar Pradesh,48.1,7,6.2,84.69999999999999,79.6,193.9,577.7,628,576.8,161.10000000000002,0,33.6,2396.5,55.1,170.5,1976.3,194.60000000000002
1984,Uttar Pradesh,48.7,51,2,16.8,11,421.4,529.9,472,280.7,18.9,0,5.4,1858,99.7,29.900000000000002,1704,24.400000000000002
1985,Uttar Pradesh,28.3,0,2.2,9.100000000000001,16.5,114,657.3,437.5,537.7,302.1,0,28.4,2133.1000000000004,28.3,27.799999999999997,1746.5,330.6
1986,Uttar Pradesh,21.9,83,6.6000000000000005,9.5,55.8,212.2,503.6,426.3,226.7,46.7,3.1,55.5,1650.5,104.8,71.9,1368.6999999999998,105.1
1987,Uttar Pradesh,26.299999999999997,19.5,5.300000000000001,8.200000000000001,62,55.3,320.9,291.8,381.9,109.5,0,10.8,1291.5,45.9,75.5,1049.8000000000002,120.30000000000001
1988,Uttar Pradesh,5.8,22.5,44,22,23.5,192.6,693.4,777.7,241.89999999999998,69.60000000000001,0,27.6,2120.7,28.3,89.5,1905.7,97.2
1989,Uttar Pradesh,39.1,5.4,24.700000000000003,0,8.9,226.9,502.79999999999995,416.7,361,8.3,5.8999999999999995,27.6,1627.1999999999998,44.5,33.6,1507.4,41.599999999999994
1990,Uttar Pradesh,0,110.1,18.7,2.5,72.1,181.6,823,408.1,404.3,15.7,3.5,24.799999999999997,2064.1,110.1,93.30000000000001,1817,43.8
1991,Uttar Pradesh,11.5,29.799999999999997,15.4,6.8,6.8,143,231.6,802.0999999999999,326.3,0.2,10.600000000000001,40,1623.9,41.3,29,1503,50.7
1992,Uttar Pradesh,23.2,18.4,4.3,1.5,21.9,77.3,440.20000000000005,539.3,370.5,171.3,16.2,0,1684,41.599999999999994,27.6,1427.3,187.5
1993,Uttar Pradesh,5.4,18.6,44.4,9.9,49.099999999999994,244.5,299.2,343.5,567.5,22.9,0.6,0.3,1605.9,23.900000000000002,103.5,1454.6,23.7
1994,Uttar Pradesh,46.2,42,0.1,21.9,14.1,200,595.1,590.3,197.2,10,0.3,0.1,1717,88.1,36.2,1582.4,10.399999999999999
1995,Uttar Pradesh,49.3,34.3,9.8,5.7,2.1,206,361.3,679.5999999999999,309.29999999999995,2.5,16.9,10.3,1687.3,83.6,17.7,1556.2,29.8
1996,Uttar Pradesh,80.4,95.4,3.3000000000000003,2.9,4.9,231.2,411.3,688.3,317.79999999999995,116,0,0,1951.5,175.8,11.2,1648.5,116
1997,Uttar Pradesh,9.8,1.1,3,32.5,38.6,149.4,527,76.1,56.1,15.6,7.3,22.200000000000003,938.5,10.9,74,808.5,45.1
1998,Uttar Pradesh,12.8,16.7,37.7,15.6,30.5,126.80000000000001,491.7,590.7,148,54.1,3.7,0,1528.2,29.5,83.9,1357.1,57.7
1999,Uttar Pradesh,28,7.9,0,0.2,31.900000000000002,178.89999999999998,469.29999999999995,442,472.70000000000005,104.4,1.1,2.7,1739.1999999999998,36,32.1,1562.9,108.3
2000,Uttar Pradesh,11.4,28.2,4.6,12.6,62.2,342.1,492.1,443.6,301.79999999999995,1.3,18.1,0.2,1718.1999999999998,39.6,79.4,1579.6,19.6
2001,Uttar Pradesh,3.6,3.6999999999999997,3.9000000000000004,16.2,56.3,393.4,576,308,178.79999999999998,91.6,3.9,0.1,1635.5,7.4,76.4,1456.1,95.69999999999999
2002,Uttar Pradesh,31.8,63.7,2.6,3.2,50.7,79.6,131.3,464.4,444.79999999999995,27.3,1.7999999999999998,13.2,1314.3000000000002,95.6,56.400000000000006,1120.1,42.3
2003,Uttar Pradesh,32.400000000000006,77.3,5.1,13.200000000000001,7.9,199,570.8,515.5999999999999,690.4000000000001,8.299999999999999,0.8,22.9,2143.9,109.7,26.3,1975.8,32
2004,Uttar Pradesh,43.400000000000006,2.5,0,28.7,47.5,220.3,343.7,398.1,210.5,93.5,0.7999999999999999,0.30000000000000004,1389.1999999999998,45.900000000000006,76.2,1172.5,94.6
2005,Uttar Pradesh,24.1,31.9,32.900000000000006,2.1,14.9,124.6,588.5,323.3,322.2,27.7,0,3.5,1496,56,49.9,1358.6999999999998,31.3
2006,Uttar Pradesh,0.5,0,30.9,11.8,61.2,174,510.70000000000005,224.79999999999998,117.2,25.799999999999997,1.9,2.5,1161.4,0.5,103.9,1026.8,30.2
2007,Uttar Pradesh,0.5,113.5,63.2,4.1000000000000005,39.3,152.9,420.29999999999995,332.6,168.5,16.4,0,2.5,1313.7,114,106.5,1074.3,18.9
2008,Uttar Pradesh,4,2.6,0.2,7,40.900000000000006,417.5,600.1,457,203.60000000000002,15.4,4.6,0,1753.1999999999998,6.7,48.1,1678.3000000000002,20
2009,Uttar Pradesh,1.3,5,2,9.299999999999999,35.6,47,267.7,361.5,265,140.2,18.8,5.8,1159.4,6.300000000000001,46.9,941.3,164.9
2010,Uttar Pradesh,5.4,23.7,0.2,0.4,24,36.4,502.8,429.70000000000005,448.4,20.2,17.3,4.199999999999999,1512.9,29,24.7,1417.5,41.7
2011,Uttar Pradesh,3.1,13.100000000000001,5.5,5.699999999999999,61.800000000000004,339.70000000000005,413.8,464.4,248.10000000000002,1.2999999999999998,0.5,1.5,1558.6,16.2,73,1466.1,3.3000000000000003
2012,Uttar Pradesh,34.8,1.3,4.8,7.5,0.5,22.5,379.29999999999995,305.1,232.2,1.2,0.4,2.7,992.3000000000001,36,12.8,939.1,4.5
2013,Uttar Pradesh,26.5,129.1,6.2,10.299999999999999,3.2,500.29999999999995,463.9,533.2,130.4,158.60000000000002,2.2,10,1974.2,155.7,19.8,1627.8,170.8
2014,Uttar Pradesh,95.69999999999999,55.2,38,7,21.7,69.8,376.1,219.1,191.4,89.3,0,24.700000000000003,1188.1,151,66.7,856.5,113.89999999999999
2015,Uttar Pradesh,61.6,11.3,115,44.2,16.7,167.3,373.2,319.3,48.4,18.700000000000003,2.5,7.9,1186,72.9,175.9,908.1,29.1
2016,Uttar Pradesh,7.4,3.3,19.9,0.5,67.6,137.1,690.6,407.3,195.39999999999998,35.5,0,0,1564.5,10.6,88,1430.4,35.5
2017,Uttar Pradesh,31.7,1.2000000000000002,12.8,3.4,39.3,135.89999999999998,509.9,314.9,225.89999999999998,3.6,0,1.6,1280.2,32.900000000000006,55.6,1186.5,5.2
1901,Uttarakhand,134.5,81.4,44.5,5.9,60.8,33.6,381.1,612.3,167.1,16.3,0,24.9,1562.5,215.9,111.3,1194.1,41.3
1902,Uttarakhand,0,17,52.2,63.7,52.1,113.1,444.1,327.5,220.4,31.9,2.1,0,1324.2,17.1,168.1,1105.1,34
1903,Uttarakhand,68,7.9,87.6,10.3,37.5,83,251.6,442.7,249.3,57.5,0,11.3,1306.5,75.9,135.4,1026.5,68.7
1904,Uttarakhand,40,5.2,78.3,13.6,61.1,180.1,449.6,417.2,174.1,6.3,35.6,31,1492,45.2,153,1221,72.9
1905,Uttarakhand,115.4,80.7,99.8,26.1,70.3,111.5,299.9,349.5,129.5,0,1,18.5,1302.1,196,196.2,890.4,19.5
1906,Uttarakhand,26.1,162,36.8,10.1,44.6,195.6,363.9,440.9,232.2,11.6,0.4,13.8,1537.9,188.1,91.5,1232.6,25.8
1907,Uttarakhand,49.4,131.6,144.4,41.7,57.6,74.8,342.3,323.8,28.2,0.4,0,0.1,1194.4,181,243.7,769.1,0.5
1908,Uttarakhand,49.4,74.6,6.3,31.8,46.3,144.9,411.4,423.5,56.2,2.5,2.6,6.6,1256.2,124,84.4,1036.1,11.7
1909,Uttarakhand,75.8,43.1,8.7,64.6,16.5,306.5,565.8,464.2,94.4,8,0.7,69.5,1717.7,118.9,89.8,1430.8,78.2
1910,Uttarakhand,34.6,38.8,12.1,21.4,59.3,231,505.6,526.8,253.9,264.6,8.4,7.4,1963.9,73.3,92.8,1517.3,280.5
1911,Uttarakhand,211.4,4.2,190.3,20.4,19.5,204.1,149.3,381.9,266.4,19.7,75.7,0,1542.9,215.5,230.2,1001.7,95.4
1912,Uttarakhand,79,31.1,44.5,27.8,51.4,103.1,333.5,423.2,259.3,2.2,26.9,12.3,1394.5,110.2,123.7,1119.2,41.5
